Papel,Cota��o,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. L�q.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. L�q,D�v.Brut/ Patrim.,Cresc. Rec.5a
CSUD3,1880,832,176,1431,"5,76%",1182,2601,629,-2198,636,424,"22,75%","17,20%",120,"22,85%","21,16%","771.207,00","446.257.000,00",020,"5,21%"
RNEW11,300,836,028,1208,"0,00%",84,-072,295,-13,1536,704,"40,88%","14,46%",32,"2,98%","3,37%","29.035,10","884.947.000,00",128,"49,08%"
RNEW4,101,844,028,1220,"0,00%",85,-073,298,-13,1539,705,"40,88%","14,46%",32,"2,98%","3,37%","141.142,00","884.947.000,00",128,"49,08%"
REDE3,695,844,340,0862,"9,72%",497,891,333,-99,575,484,"25,87%","14,18%",125,"17,79%","40,32%","18.252,10","4.309.280.000,00",327,"11,13%"
AGIN3,529,846,123,1816,"0,00%",565,129,1092,355,1468,1468,"16,63%","21,83%",272,"5,59%","14,56%",000,"1.028.210.000,00",055,"44,17%"
LOGG3,2457,846,060,11217,"3,13%",349,434,1606,-139,2898,2807,"69,87%","132,57%",191,"2,27%","7,12%","10.209.000,00","3.775.980.000,00",054,"14,12%"
AELP3,193,849,-20057,-0062,"0,00%",5216,000,-1258,0,-1194,-1198,"0,49%","-0,73%",0,"0,00%","-2.363,83%",000,"-904.000,00",000,"1,18%"
PLPL3,1228,849,349,1048,"4,11%",1215,212,389,586,389,377,"26,95%","13,24%",315,"43,68%","41,10%","12.285.600,00","719.283.000,00",053,"28,26%"
RNEW3,102,852,029,1232,"0,00%",86,-074,301,-13,1541,706,"40,88%","14,46%",32,"2,98%","3,37%","73.320,90","884.947.000,00",128,"49,08%"
EGIE3,4580,855,338,3514,"5,55%",805,3038,687,-140,1000,848,"51,15%","41,08%",119,"13,22%","39,51%","44.352.700,00","11.061.500.000,00",192,"-1,48%"
CPSL3,3802,856,349,0787,"0,00%",2043,739,579,1184,548,548,"13,59%","9,20%",189,"57,15%","40,82%",000,"1.634.730.000,00",017,"16,21%"
FIQE3,400,859,129,1498,"6,02%",651,514,626,-388,639,319,"23,93%","17,43%",163,"14,19%","15,03%","2.350.020,00","1.121.340.000,00",051,"29,71%"
CEBR3,1990,862,140,4065,"9,54%",1021,223,1123,247,627,591,"36,22%","62,64%",962,"16,75%","16,19%","64.761,10","1.027.530.000,00",000,"-42,29%"
RANI4,550,865,105,0840,"0,00%",376,173,352,-122,635,452,"23,84%","9,71%",286,"13,52%","12,18%",000,"1.251.320.000,00",134,"14,37%"
BEES4,970,866,136,0000,"6,75%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","15,72%","36.130,00","2.250.870.000,00",000,"12,18%"
TTEN3,1210,866,168,0553,"0,97%",707,261,715,635,755,690,"7,73%","6,38%",165,"18,89%","19,36%","11.799.000,00","3.594.630.000,00",055,"33,35%"
CIEL3,583,867,128,2530,"4,96%",158,196,1580,395,1837,1232,"16,01%","29,17%",110,"4,07%","14,75%","118.111.000,00","12.380.400.000,00",029,"-7,48%"
CAML3,929,867,101,0283,"3,14%",279,098,486,-289,1002,720,"5,82%","3,26%",183,"8,70%","11,61%","5.425.760,00","3.227.230.000,00",170,"17,44%"
BRBI11,1530,870,190,5104,"9,02%",125,212,6049,212,1133,860,"8,44%","58,68%",106,"23,64%","21,84%","3.894.740,00","845.754.000,00",1356,"-53,06%"
TMGC12,55000,871,112,0800,"0,00%",770,466,1227,822,1094,1094,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
ACES4,9473,874,227,1683,"0,00%",1430,637,716,2065,650,650,"23,52%","19,27%",205,"26,90%","25,95%",000,"3.105.800.000,00",009,"13,34%"
PFRM3,642,878,062,0088,"6,01%",161,075,401,690,794,442,"2,19%","1,10%",144,"6,36%","7,03%","1.223.290,00","1.288.840.000,00",072,"15,49%"
ACES3,9527,879,228,1693,"0,00%",1438,640,720,2077,654,654,"23,52%","19,27%",205,"26,90%","25,95%",000,"3.105.800.000,00",009,"13,34%"
BBSE3,3699,882,735,0000,"7,17%",3890,000,785,0,000,000,"0,00%","0,00%",0,"0,00%","83,37%","152.815.000,00","10.061.700.000,00",000,"0,00%"
ITUB3,3161,883,167,0000,"7,42%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","18,96%","12.102.500,00","185.129.000.000,00",000,"68,50%"
CZRS4,249,889,030,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","3,34%",000,"1.145.670.000,00",000,"14,44%"
PSSA3,3414,889,171,0639,"4,49%",494,903,077,-401,038,037,"82,66%","7,30%",110,"85,55%","19,25%","44.813.000,00","12.897.600.000,00",000,"19,02%"
BALM3,1250,892,078,0738,"6,21%",465,102,578,149,360,291,"12,78%","7,24%",274,"11,32%","8,70%",26836,"157.918.000,00",012,"3,71%"
AFLU5,503,893,214,2911,"0,00%",1875,963,832,1192,738,705,"34,98%","32,59%",327,"31,18%","23,93%",000,"44.270.000,00",000,"8,61%"
SHUL4,678,895,178,1267,"5,45%",936,205,1015,440,936,730,"12,49%","14,14%",299,"15,98%","19,86%","1.973.970,00","1.362.740.000,00",057,"19,59%"
VIVO3,6579,899,269,1366,"0,00%",1175,-2921,621,-474,665,665,"22,01%","15,20%",89,"23,92%","29,88%",000,"9.816.290.000,00",035,"13,06%"
UCAS3,224,899,075,0670,"8,97%",414,637,2459,-270,3102,1137,"2,72%","7,45%",128,"1,97%","8,35%","83.345,10","197.070.000,00",039,"12,02%"
CNFB4,599,901,157,1511,"0,00%",872,347,827,5395,1005,785,"18,27%","16,77%",220,"12,01%","17,39%",000,"1.552.470.000,00",047,"-10,61%"
EQPA5,900,906,462,1875,"8,44%",1297,2457,619,-340,709,621,"30,29%","20,70%",119,"26,15%","51,07%",73111,"4.299.200.000,00",114,"17,70%"
AFLU3,515,915,219,2981,"0,00%",1919,986,852,1221,757,724,"34,98%","32,59%",327,"31,18%","23,93%",000,"44.270.000,00",000,"8,61%"
LEVE4,4449,916,607,1407,"0,00%",1891,595,754,-3465,832,738,"18,65%","15,35%",201,"34,32%","66,25%",000,"993.590.000,00",104,"18,41%"
SBFG3,1760,917,149,0602,"0,99%",515,222,698,-484,1082,647,"8,62%","6,54%",173,"9,27%","16,25%","27.869.400,00","2.880.590.000,00",106,"28,29%"
TUPY3,2758,919,108,0361,"2,44%",340,108,414,-645,659,477,"8,74%","3,92%",199,"12,21%","11,76%","13.223.700,00","3.679.860.000,00",130,"29,43%"
ENGI11,4865,921,141,0719,"3,89%",302,659,317,-65,652,523,"22,68%","10,35%",120,"11,60%","15,33%","146.194.000,00","15.775.600.000,00",219,"11,41%"
UGPA3,2365,931,185,0205,"2,75%",688,471,469,-341,665,548,"4,37%","2,29%",155,"19,02%","19,84%","118.033.000,00","14.283.800.000,00",106,"12,62%"
BMKS3,31000,937,070,8955,"12,67%",614,085,-3235,98,285,293,"-27,68%","95,60%",2756,"-6,23%","7,51%","18.883,10","200.270.000,00",002,"-3,61%"
TAEE3,1184,939,181,3368,"9,73%",618,778,599,-125,1042,1032,"56,25%","35,85%",192,"10,99%","19,24%","1.164.230,00","6.768.230.000,00",150,"2,58%"
TAEE11,3575,946,182,3390,"9,67%",622,783,603,-126,1046,1036,"56,25%","35,85%",192,"10,99%","19,24%","50.527.900,00","6.768.230.000,00",150,"2,58%"
MRSL4,305,948,091,0816,"0,00%",609,219,1508,580,1651,883,"5,41%","8,69%",278,"4,44%","9,63%",000,"375.151.000,00",016,"7,10%"
MILS3,1135,949,185,1887,"4,84%",766,357,539,-360,722,498,"34,99%","19,91%",236,"18,94%","19,52%","9.572.120,00","1.464.620.000,00",112,"28,54%"
TAEE4,1201,953,183,3416,"9,60%",627,789,607,-127,1050,1041,"56,25%","35,85%",192,"10,99%","19,24%","2.303.090,00","6.768.230.000,00",150,"2,58%"
RAPT3,906,958,099,0272,"5,67%",215,072,233,-222,481,387,"11,67%","5,34%",199,"12,94%","10,30%","453.157,00","3.025.410.000,00",198,"23,54%"
VULC3,1773,972,233,1690,"17,60%",1699,318,904,368,895,753,"18,69%","17,38%",369,"23,23%","23,99%","11.527.400,00","2.087.490.000,00",018,"28,81%"
WLMM4,3600,975,178,0429,"3,94%",1215,324,736,405,767,744,"5,83%","4,40%",256,"19,69%","18,21%","23.373,30","738.532.000,00",025,"28,41%"
CTWR3,10000,976,5677,0317,"0,00%",1141,379,-1064,-14217,-891,-891,"-2,98%","3,25%",145,"-21,86%","581,91%",000,"879.000,00",552,"4,94%"
VIVO4,7180,981,293,1491,"0,00%",1282,-3187,678,-517,722,722,"22,01%","15,20%",89,"23,92%","29,88%",000,"9.816.290.000,00",035,"13,06%"
GRND3,622,987,154,2272,"5,11%",1401,244,1368,246,1098,920,"16,61%","23,03%",774,"14,90%","15,60%","5.765.150,00","3.644.360.000,00",002,"8,55%"
VULC4,1800,987,237,1716,"0,00%",1724,322,918,373,909,765,"18,69%","17,38%",369,"23,23%","23,99%",000,"2.087.490.000,00",018,"28,81%"
BBDC3,1420,991,094,0000,"8,40%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","9,53%","83.760.600,00","160.086.000.000,00",000,"-22,80%"
CSAN3,1397,995,132,0646,"3,24%",182,176,325,-42,966,546,"19,89%","12,50%",179,"6,60%","13,25%","122.994.000,00","19.784.300.000,00",347,"35,84%"
TCSL4,782,995,083,1105,"0,00%",475,893,569,-220,561,218,"19,44%","11,11%",134,"9,67%","8,33%",000,"22.847.800.000,00",014,"2,29%"
NUTR3,453,999,160,0314,"0,00%",525,175,482,1456,435,407,"6,52%","3,15%",173,"14,86%","15,98%","46.230,20","37.579.000,00",022,"28,74%"
MDIA3,2809,1007,123,0927,"2,32%",735,266,771,837,774,598,"12,01%","9,20%",230,"13,50%","12,20%","23.945.300,00","7.750.160.000,00",033,"13,50%"
ITUB4,3646,1018,193,0000,"6,44%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","18,96%","776.783.000,00","185.129.000.000,00",000,"68,50%"
BPAC5,973,1023,211,0000,"2,69%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","20,63%","49.862,40","53.075.600.000,00",000,"15,99%"
MRSL3,330,1025,099,0883,"0,00%",658,237,1632,628,1774,950,"5,41%","8,69%",278,"4,44%","9,63%",000,"375.151.000,00",016,"7,10%"
EMAE4,4115,1029,133,2411,"5,09%",713,186,2138,-2550,1540,1402,"11,28%","23,43%",821,"4,18%","12,93%","98.854,80","1.142.520.000,00",000,"9,52%"
TRFO3,453,1032,258,0804,"0,00%",1039,465,552,737,512,512,"14,58%","7,80%",143,"27,63%","25,01%",000,"76.165.000,00",026,"16,47%"
SANB3,1485,1035,127,0000,"5,17%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","12,29%","1.661.410,00","87.557.200.000,00",000,"4,79%"
BESP3,33000,1038,247,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","23,77%",000,"5.183.100.000,00",000,"1,83%"
TCOC4,2720,1043,126,1558,"0,00%",915,265,1014,307,789,789,"15,37%","14,93%",253,"13,98%","12,06%",000,"2.812.920.000,00",004,"16,71%"
JSLG3,968,1064,153,0331,"3,27%",216,142,274,-45,866,568,"12,08%","3,11%",168,"10,13%","14,34%","3.997.600,00","1.816.360.000,00",468,"55,00%"
UGPA4,2710,1067,212,0235,"0,00%",788,540,538,-391,733,604,"4,37%","2,29%",155,"19,02%","19,84%",000,"14.283.800.000,00",106,"12,62%"
TRFO4,470,1070,268,0835,"0,00%",1078,482,573,765,533,533,"14,58%","7,80%",143,"27,63%","25,01%",000,"76.165.000,00",026,"16,47%"
LPSB3,178,1076,118,1489,"2,28%",669,627,665,-367,509,347,"22,40%","22,15%",170,"12,17%","10,98%","154.666,00","222.288.000,00",000,"2,78%"
SMLS3,2240,1078,409,4212,"0,00%",1017,1878,1037,-672,1013,906,"40,62%","39,07%",110,"10,69%","37,96%",000,"679.678.000,00",000,"-22,20%"
BESP4,34400,1082,257,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","23,77%",000,"5.183.100.000,00",000,"1,83%"
DIRR3,2900,1082,223,1859,"7,14%",572,160,963,-242,963,857,"19,32%","19,91%",376,"7,23%","20,64%","52.806.400,00","2.252.490.000,00",063,"17,31%"
SANB11,3129,1090,134,0000,"5,15%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","12,29%","82.613.500,00","87.557.200.000,00",000,"4,79%"
RECV3,2151,1092,144,2099,"9,31%",802,603,784,-462,842,456,"26,76%","19,22%",198,"13,39%","13,17%","37.370.200,00","4.387.450.000,00",048,"24,51%"
BBDC4,1566,1093,104,0000,"8,38%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","9,53%","493.021.000,00","160.086.000.000,00",000,"-22,80%"
AESL3,"10.081,90",1096,218,1088,"0,00%",616,7377,456,-117,768,647,"23,86%","9,93%",105,"14,91%","19,87%",000,"5.210.850.000,00",164,"7,74%"
AESL4,"10.081,90",1096,218,1088,"0,00%",616,7377,456,-117,768,647,"23,86%","9,93%",105,"14,91%","19,87%",000,"5.210.850.000,00",164,"7,74%"
BMIN4,1675,1100,059,0000,"8,36%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","5,33%","2.541,18","137.896.000,00",000,"25,20%"
CSED3,402,1109,099,0599,"4,09%",303,2191,359,-64,467,285,"16,71%","5,41%",107,"9,94%","8,94%","1.950.530,00","1.478.500.000,00",073,"10,80%"
GRNL4,47000,1109,107,7231,"0,00%",975,804,-6472,1501,-6322,-6322,"-11,17%","65,19%",435,"-1,65%","9,69%",000,"93.104.000,00",005,"21,48%"
ELPL3,4932,1111,191,0504,"0,00%",342,-1647,311,-59,526,402,"16,23%","4,54%",92,"12,34%","17,19%",000,"5.101.420.000,00",144,"6,67%"
ELUM3,3600,1112,150,0940,"0,00%",886,231,1476,251,1002,1002,"6,37%","8,46%",202,"9,40%","13,47%",000,"443.231.000,00",008,"8,40%"
UNIP3,4860,1122,207,1254,"5,17%",776,273,1123,-512,1223,779,"11,16%","11,23%",252,"10,29%","18,49%","368.678,00","2.676.570.000,00",094,"10,52%"
RIPI3,4801,1123,-2894,-7449,"0,00%",7092,-5955,-879,-1676,-931,-931,"84,70%","-66,31%",87,"-99,10%","-257,61%",000,"-49.103.000,00",-244,"5,82%"
AGRO3,2590,1123,136,2424,"12,40%",796,427,1417,-1620,1865,1267,"17,10%","21,58%",204,"6,48%","12,09%","5.691.700,00","1.957.410.000,00",054,"11,74%"
CZLT33,2923,1124,139,0526,"0,00%",145,187,310,-29,1026,403,"16,97%","9,14%",158,"5,31%","12,36%",000,"5.691.680.000,00",393,"7,88%"
RIPI4,4850,1135,-2924,-7525,"0,00%",7164,-6016,-888,-1693,-940,-940,"84,70%","-66,31%",87,"-99,10%","-257,61%",000,"-49.103.000,00",-244,"5,82%"
SANB4,1630,1136,140,0000,"5,18%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","12,29%","1.922.010,00","87.557.200.000,00",000,"4,79%"
UNIP5,4926,1138,210,1271,"5,61%",786,276,1139,-519,1238,789,"11,16%","11,23%",252,"10,29%","18,49%","39.046,30","2.676.570.000,00",094,"10,52%"
UNIP6,4926,1138,210,1271,"5,61%",786,276,1139,-519,1238,789,"11,16%","11,23%",252,"10,29%","18,49%","9.392.160,00","2.676.570.000,00",094,"10,52%"
MELK3,344,1140,061,0690,"14,15%",289,053,1224,80,914,847,"5,63%","11,22%",285,"3,02%","5,33%","1.921.620,00","1.168.920.000,00",027,"18,55%"
BLAU3,1373,1141,121,1564,"2,04%",795,220,1110,567,1192,977,"14,10%","13,53%",398,"8,64%","10,57%","2.965.030,00","2.042.720.000,00",027,"9,00%"
CEAB3,1034,1142,101,0448,"0,00%",370,303,434,-204,503,252,"10,31%","3,92%",137,"11,35%","8,88%","26.131.400,00","3.142.330.000,00",042,"13,92%"
EBCO4,100,1146,080,0330,"0,00%",351,5021,851,-1431,826,826,"3,88%","2,90%",101,"5,04%","7,00%",000,"828.097.000,00",002,"6,09%"
WEGE4,1610,1160,350,1991,"0,00%",1805,626,888,891,848,778,"22,42%","17,74%",176,"28,22%","30,19%",000,"19.299.600.000,00",022,"23,15%"
HYPE3,3103,1162,164,2457,"4,18%",775,487,805,-413,1105,997,"30,52%","21,11%",189,"11,02%","14,08%","109.304.000,00","12.014.900.000,00",085,"21,99%"
TEMP3,415,1164,492,0980,"0,00%",2014,998,1060,1939,955,774,"9,25%","8,42%",141,"34,49%","42,27%",000,"135.736.000,00",023,"-13,11%"
NAFG3,6437,1180,276,1102,"0,00%",1153,320,735,6048,864,657,"14,99%","9,28%",252,"19,92%","23,42%",000,"316.392.000,00",081,"9,49%"
NAFG4,6442,1181,276,1103,"0,00%",1154,320,736,6052,865,657,"14,99%","9,28%",252,"19,92%","23,42%",000,"316.392.000,00",081,"9,49%"
JOPA4,3498,1184,062,0168,"1,36%",164,038,250,243,608,554,"6,70%","1,65%",245,"9,65%","5,21%",000,"599.884.000,00",198,"13,77%"
RAPT4,1128,1192,123,0338,"4,55%",267,090,290,-277,538,432,"11,67%","5,34%",199,"12,94%","10,30%","28.355.100,00","3.025.410.000,00",198,"23,54%"
VITT3,637,1195,172,1303,"4,33%",1163,349,1270,489,1461,1152,"10,26%","10,90%",245,"9,98%","14,42%","2.261.420,00","571.825.000,00",033,"5,51%"
FIBR3,6630,1203,259,2010,"7,59%",899,959,513,-254,717,529,"39,18%","16,75%",146,"22,95%","21,57%",000,"14.149.000.000,00",146,"22,71%"
EBCO3,105,1203,084,0346,"0,00%",368,5272,894,-1502,868,868,"3,88%","2,90%",101,"5,04%","7,00%",000,"828.097.000,00",002,"6,09%"
CURY3,2400,1204,767,2061,"9,11%",1758,459,907,-18591,846,817,"22,71%","17,85%",212,"33,79%","63,72%","33.735.800,00","913.453.000,00",118,"31,88%"
BRIT3,356,1213,104,1214,"2,45%",484,1426,742,-141,1156,429,"16,36%","10,00%",122,"7,75%","8,55%","2.478.790,00","1.541.980.000,00",083,"24,60%"
MPLU3,2680,1220,1737,6877,"0,00%",2676,5065,1034,6601,771,728,"66,52%","56,37%",106,"129,57%","142,40%",000,"250.279.000,00",000,"-18,88%"
EZTC3,1481,1225,069,2629,"1,97%",537,139,2332,240,2420,1931,"11,27%","21,94%",1027,"2,70%","5,59%","27.495.400,00","4.777.730.000,00",020,"7,41%"
BMGB11,3360,1233,119,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","9,64%",000,"4.120.420.000,00",000,"-7,40%"
AMPI3,5500,1241,274,0247,"0,00%",177,568,098,-68,199,173,"25,18%","15,11%",112,"21,22%","22,09%",000,"240.799.000,00",448,"14,12%"
CPLE3,966,1243,116,1341,"3,58%",509,513,783,-179,1034,750,"17,14%","11,13%",157,"7,82%","9,36%","49.412.000,00","24.758.300.000,00",067,"5,05%"
ODPV3,1185,1245,530,2994,"10,30%",2757,-3126,1144,-1969,1021,938,"26,18%","24,04%",79,"34,82%","42,57%","11.683.700,00","1.234.900.000,00",000,"5,46%"
BMOB3,1630,1247,124,1020,"3,20%",975,216,1329,235,848,541,"7,68%","8,18%",355,"13,04%","9,96%","4.094.810,00","1.142.610.000,00",000,"76,44%"
TMGC7,80001,1268,163,1164,"0,00%",1120,677,1785,1196,1652,1652,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
ENMT4,8300,1272,452,2292,"4,65%",1280,2226,791,-285,996,881,"28,96%","18,02%",127,"18,81%","35,57%","27.617,90","4.016.540.000,00",152,"12,05%"
BPAC11,3635,1274,263,0000,"2,16%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","20,63%","331.248.000,00","53.075.600.000,00",000,"15,99%"
DXCO3,841,1274,105,0902,"3,41%",374,384,812,-108,1399,569,"11,11%","7,31%",151,"5,59%","8,24%","24.738.800,00","6.573.960.000,00",107,"9,43%"
RANI3,817,1285,157,1248,"6,79%",559,256,524,-181,806,574,"23,84%","9,71%",286,"13,52%","12,18%","7.694.530,00","1.251.320.000,00",134,"14,37%"
BMIN3,1962,1289,069,0000,"6,49%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","5,33%",26253,"137.896.000,00",000,"25,20%"
CPLE11,5012,1290,121,1392,"3,28%",528,533,812,-186,1064,772,"17,14%","11,13%",157,"7,82%","9,36%",000,"24.758.300.000,00",067,"5,05%"
ENMT3,8450,1295,461,2334,"5,47%",1303,2267,806,-290,1011,894,"28,96%","18,02%",127,"18,81%","35,57%","12.873,60","4.016.540.000,00",152,"12,05%"
AVIL3,093,1297,416,2338,"0,00%",2227,389,1000,902,940,940,"23,38%","18,01%",514,"40,99%","32,03%",000,"1.106.590.000,00",052,"1,74%"
FESA4,835,1298,090,1389,"6,20%",706,254,1366,413,1157,578,"10,17%","10,71%",355,"6,55%","6,95%","4.817.690,00","3.270.490.000,00",009,"13,61%"
DXTG4,368,1302,132,0675,"0,00%",689,244,626,748,633,633,"10,78%","6,60%",277,"12,31%","10,10%",000,"768.999.000,00",004,"8,30%"
SFSA4,440,1310,082,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","6,25%",000,"739.524.000,00",000,"0,15%"
OPCT3,628,1318,138,0702,"0,00%",495,1226,458,-140,810,432,"15,32%","1,29%",116,"12,72%","10,45%","3.427.490,00","912.216.000,00",139,"40,18%"
GETI3,1445,1319,344,1916,"0,00%",1314,-1563,698,-319,820,676,"27,43%","14,52%",71,"22,70%","26,09%",000,"1.601.130.000,00",086,"13,39%"
INTB3,2283,1320,270,1731,"2,84%",1353,328,1441,519,1376,1176,"12,01%","13,12%",221,"17,83%","20,42%","25.089.200,00","2.775.170.000,00",033,"17,15%"
GETI4,1446,1320,344,1917,"0,00%",1315,-1564,699,-320,820,676,"27,43%","14,52%",71,"22,70%","26,09%",000,"1.601.130.000,00",086,"13,39%"
LUXM3,1000,1322,163,1558,"0,00%",1182,-8401,1005,-807,969,580,"15,51%","11,78%",90,"12,68%","12,32%",000,"127.589.000,00",001,"4,89%"
CXSE3,1513,1332,358,0000,"8,90%",3313,11196,-37078,11287,-36355,-36357,"0,00%","0,00%",140,"-0,96%","26,85%","38.720.500,00","12.690.400.000,00",000,"0,00%"
RGEG3,300,1342,160,0770,"0,00%",609,-9828,623,-176,1004,1170,"12,36%","5,74%",98,"11,69%","11,90%",000,"1.915.180.000,00",115,"10,09%"
PTNT4,620,1348,077,0399,"3,42%",352,115,855,535,1164,611,"4,66%","5,89%",250,"5,58%","5,70%","57.758,00","387.672.000,00",066,"9,50%"
ALUP4,1047,1358,127,2863,"4,00%",331,418,411,-80,771,720,"69,68%","35,09%",159,"9,27%","9,38%","135.770,00","7.814.090.000,00",160,"-13,44%"
VIVA3,2702,1365,294,2732,"1,38%",1853,447,1435,751,1410,1055,"19,04%","20,01%",306,"15,38%","21,50%","80.651.100,00","2.174.010.000,00",011,"24,30%"
ENGI3,1447,1370,210,1069,"2,61%",448,980,472,-97,806,648,"22,68%","10,35%",120,"11,60%","15,33%","84.677,10","15.775.600.000,00",219,"11,41%"
ALUP11,3172,1371,129,2891,"3,96%",334,422,415,-81,775,724,"69,68%","35,09%",159,"9,27%","9,38%","27.243.700,00","7.814.090.000,00",160,"-13,44%"
MERC4,940,1373,067,0000,"5,63%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","4,89%","1.443,36","251.965.000,00",000,"-6,49%"
CPLE6,1073,1381,129,1490,"3,54%",565,570,869,-199,1121,813,"17,14%","11,13%",157,"7,82%","9,36%","116.137.000,00","24.758.300.000,00",067,"5,05%"
ARCE3,5400,1401,260,2461,"0,00%",1726,1133,889,10203,907,907,"27,70%","19,46%",197,"22,04%","18,59%",000,"13.495.400.000,00",017,"48,47%"
SLCE3,1790,1403,162,0989,"4,94%",511,300,527,-262,812,699,"18,75%","7,04%",156,"10,96%","11,55%","38.076.000,00","4.896.080.000,00",110,"25,42%"
GMAT3,801,1409,197,0600,"1,31%",1033,311,1040,738,1191,977,"5,77%","4,30%",220,"12,99%","13,97%","24.537.200,00","8.992.320.000,00",042,"27,45%"
ALUP3,1089,1412,133,2978,"3,84%",344,434,427,-83,787,736,"69,68%","35,09%",159,"9,27%","9,38%","93.991,60","7.814.090.000,00",160,"-13,44%"
DMVF3,757,1417,043,0201,"0,00%",232,562,1161,-153,1083,249,"1,73%","1,42%",115,"2,52%","3,06%","621.998,00","882.864.000,00",003,"22,56%"
TMGC11,90000,1426,183,1309,"0,00%",1260,762,2008,1346,1875,1875,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
VAMO3,823,1431,181,1389,"3,88%",401,634,373,-78,828,643,"37,27%","9,71%",131,"13,02%","12,64%","69.770.000,00","5.023.530.000,00",263,"54,35%"
ABEV3,1308,1432,216,2556,"5,58%",1437,5573,1193,-2268,1124,828,"21,43%","18,36%",111,"15,82%","15,11%","340.537.000,00","95.262.800.000,00",004,"11,56%"
MULT3,2669,1438,224,7491,"3,78%",1371,4010,1048,-580,1187,1090,"71,46%","52,09%",129,"14,58%","15,56%","116.909.000,00","7.164.590.000,00",043,"18,16%"
MTRE3,393,1441,043,0381,"3,53%",203,038,727,58,1339,1034,"5,24%","3,78%",265,"3,25%","2,95%","3.171.070,00","977.120.000,00",059,"34,91%"
TNCP4,18260,1442,249,3091,"0,00%",1696,5265,1185,-2230,1188,872,"26,08%","21,44%",115,"16,48%","17,29%",000,"13.081.500.000,00",009,"97,79%"
VIVT4,4534,1444,108,1391,"0,00%",604,11189,942,-241,1087,399,"14,77%","9,67%",103,"7,45%","7,51%",000,"69.086.200.000,00",027,"5,87%"
TNCP3,18485,1459,252,3129,"0,00%",1717,5330,1200,-2258,1203,883,"26,08%","21,44%",115,"16,48%","17,29%",000,"13.081.500.000,00",009,"97,79%"
KSSA3,533,1466,140,0916,"0,00%",406,172,562,673,1230,1230,"16,31%","8,42%",147,"7,67%","9,58%",000,"553.026.000,00",180,"40,68%"
FLRY3,1600,1466,163,1174,"5,75%",684,366,745,-273,1013,616,"15,75%","7,96%",235,"11,61%","11,15%","44.686.700,00","5.356.850.000,00",096,"27,44%"
MOAR3,39787,1472,318,0000,"5,84%",1665,369,-18963,2093,-15423,-15946,"0,00%","0,00%",528,"-1,91%","21,64%","11.295,20","1.530.500.000,00",044,"-77,34%"
ELUM4,4790,1479,199,1251,"0,00%",1178,307,1964,334,1490,1490,"6,37%","8,46%",202,"9,40%","13,47%",000,"443.231.000,00",008,"8,40%"
LREN3,1775,1482,166,1239,"3,70%",888,386,606,766,565,398,"20,47%","8,36%",166,"18,26%","11,19%","254.242.000,00","10.317.100.000,00",012,"15,83%"
TCOC3,3885,1490,180,2225,"0,00%",1307,378,1448,439,1223,1223,"15,37%","14,93%",253,"13,98%","12,06%",000,"2.812.920.000,00",004,"16,71%"
USIM3,641,1497,034,0308,"4,01%",203,065,-9638,201,-10680,830,"-0,32%","2,86%",359,"-0,27%","2,26%","3.238.520,00","23.691.700.000,00",027,"14,81%"
RDCD3,3516,1507,1474,7936,"0,00%",925,2114,1340,2270,1425,1426,"59,23%","52,65%",105,"6,97%","97,78%",000,"1.605.520.000,00",104,"12,16%"
IRBR3,4793,1508,086,0698,"0,00%",247,000,1873,0,000,000,"3,73%","4,63%",0,"0,00%","5,70%","59.123.100,00","4.588.740.000,00",000,"0,00%"
BOAS3,795,1522,183,4929,"0,00%",1699,334,2560,354,1869,852,"19,25%","32,39%",1237,"12,76%","12,04%",000,"2.298.770.000,00",000,"10,99%"
